episode,timestep,reward
20,2000,59.2678
41,4000,60.4943
63,6000,60.3797
85,8000,63.5382
105,10000,65.3396
126,12000,63.0238
148,14000,62.6625
168,16000,66.5657
189,18000,64.4744
209,20000,64.6984
229,22000,65.707
249,24000,66.2184
268,26000,70.1116
288,28000,68.3607
307,30000,68.2263
326,32000,68.6664
344,34000,71.3634
363,36000,71.8648
381,38000,72.532
399,40000,73.5501
417,42000,70.153
435,44000,72.7853
452,46000,72.717
469,48000,75.5484
485,50000,75.7244
502,52000,74.8369
518,54000,74.4557
534,56000,74.4458
551,58000,74.9564
568,60000,73.9728
585,62000,74.9154
602,64000,74.5056
635,68000,75.2569
651,70000,74.2645
668,72000,74.3536
685,74000,73.3149
702,76000,74.6514
719,78000,75.7917
735,80000,74.4293
752,82000,75.5723
770,84000,74.7931
787,86000,73.3174
803,88000,75.1798
819,90000,77.0128
835,92000,76.5928
851,94000,78.6229
867,96000,76.4452
883,98000,78.9168
898,100000,79.7985
928,104000,80.1889
943,106000,79.4214
958,108000,80.1711
973,110000,80.0877
988,112000,81.1089
1003,114000,81.3689
1019,116000,81.5179
1033,118000,81.5817
1048,120000,80.3056
1063,122000,81.3892
1077,124000,79.327
1092,126000,80.8711
1106,128000,80.4453
1120,130000,82.2631
1135,132000,82.207
1149,134000,82.1766
1164,136000,81.4676
1178,138000,79.872
1193,140000,83.3554
1207,142000,82.5139
1220,144000,80.5939
1234,146000,82.8563
1248,148000,79.937
1262,150000,79.9322
1276,152000,78.9145
1290,154000,80.1462
1303,156000,81.6089
1316,158000,81.9729
1330,160000,79.516
1344,162000,80.302
1357,164000,80.8629
1371,166000,79.6032
1385,168000,78.0405
1399,170000,80.1342
1413,172000,81.5764
1426,174000,81.7636
1440,176000,80.4303
1454,178000,81.6402
1468,180000,81.9414
1482,182000,80.5712
1496,184000,82.271
1509,186000,81.3481
1524,188000,81.8983
1538,190000,82.0299
1553,192000,82.8254
1567,194000,81.5145
1582,196000,79.4045
1598,198000,76.7213
1614,200000,76.5516
1629,202000,81.7282
1644,204000,79.3299
1659,206000,79.6617
1674,208000,80.1961
1688,210000,82.0541
1702,212000,81.3119
1715,214000,82.983
1730,216000,80.1868
1745,218000,79.5894
1759,220000,81.0619
1774,222000,82.3673
1788,224000,83.2806
1802,226000,81.1926
1817,228000,81.9027
1832,230000,82.2288
1846,232000,82.3478
1860,234000,82.7698
1875,236000,80.4055
1889,238000,83.788
1903,240000,84.1506
1917,242000,83.9239
1931,244000,83.6328
1945,246000,84.1362
1959,248000,81.9294
1974,250000,78.9951
1989,252000,77.708
2004,254000,81.3056
2019,256000,80.4389
2035,258000,77.6828
2049,260000,80.3652
2063,262000,83.7635
2078,264000,83.1545
2092,266000,83.1385
2106,268000,84.8814
2120,270000,85.5728
2134,272000,85.2126
2150,274000,78.1883
2166,276000,78.4442
2181,278000,83.2912
2196,280000,83.7561
2211,282000,83.4384
2225,284000,84.6568
2239,286000,82.1386
2253,288000,83.2372
2267,290000,85.845
2281,292000,83.8124
2295,294000,82.4832
2308,296000,85.7421
2322,298000,87.1797
2335,300000,85.0108
2348,302000,86.0546
2362,304000,86.0359
2376,306000,84.3738
2390,308000,84.9983
2404,310000,86.39
2418,312000,85.7307
2432,314000,85.4322
2445,316000,85.9426
2459,318000,87.5576
2473,320000,85.9514
2486,322000,85.0374
2499,324000,86.1839
2513,326000,87.3915
2526,328000,88.2137
2540,330000,85.4885
2555,332000,83.587
2569,334000,85.2307
2582,336000,83.5645
2595,338000,85.5072
2607,340000,86.647
2620,342000,86.3356
2633,344000,87.5412
2646,346000,86.5105
2659,348000,83.7979
