episode,timestep,reward
37,2000,34.3454
71,4000,49.2722
104,6000,51.3674
141,8000,47.32
174,10000,53.8535
209,12000,51.0022
243,14000,52.983
274,16000,53.8432
305,18000,56.4823
335,20000,58.6245
366,22000,57.397
395,24000,57.2022
425,26000,61.1019
455,28000,60.5159
485,30000,59.9924
515,32000,57.5199
545,34000,61.2677
599,38000,65.3598
626,40000,67.1762
654,42000,66.6121
682,44000,66.7804
710,46000,66.4183
736,48000,72.66
762,50000,70.4031
788,52000,71.6471
814,54000,72.6017
839,56000,69.2237
866,58000,69.3437
893,60000,68.924
922,62000,67.2868
948,64000,67.5359
975,66000,68.4224
1003,68000,68.6527
1029,70000,71.3224
1054,72000,69.7807
1080,74000,70.6876
1105,76000,68.8881
1131,78000,73.5507
1156,80000,74.1906
1182,82000,75.6919
1206,84000,73.007
1230,86000,76.2243
1254,88000,77.0332
1278,90000,77.323
1302,92000,76.1982
1326,94000,77.2549
1350,96000,75.8001
1373,98000,76.2267
1397,100000,77.4753
1419,102000,78.313
1443,104000,78.4878
1466,106000,78.9412
1489,108000,83.5866
1513,110000,80.1393
1536,112000,78.6499
1559,114000,81.7438
1582,116000,80.0845
1605,118000,83.5395
1628,120000,85.2707
1651,122000,84.2644
1696,126000,83.8961
1719,128000,85.4841
1743,130000,82.7899
1791,134000,84.1682
1815,136000,82.6238
1839,138000,81.9193
1862,140000,83.9929
1887,142000,79.3742
1911,144000,81.2907
1935,146000,80.3559
1959,148000,81.808
1982,150000,82.9009
2006,152000,81.5464
2028,154000,83.8346
2051,156000,84.785
2074,158000,86.1571
2097,160000,83.2736
2121,162000,81.7513
2143,164000,84.4294
2166,166000,83.9203
2189,168000,84.4559
2211,170000,79.9459
2235,172000,83.1524
2259,174000,84.083
2282,176000,84.4255
2306,178000,82.8944
2329,180000,85.2303
2352,182000,80.3736
2377,184000,80.0291
2400,186000,82.2697
2424,188000,77.477
2449,190000,76.3305
2472,192000,82.9134
2494,194000,85.6214
2517,196000,87.8259
2540,198000,82.7709
2563,200000,85.8411
2585,202000,83.7409
2608,204000,84.2868
2630,206000,88.4818
2652,208000,88.7892
2674,210000,91.4142
2697,212000,85.727
2720,214000,87.4667
2743,216000,87.5804
2764,218000,88.5628
2785,220000,92.8742
2806,222000,94.6302
2829,224000,84.4244
2851,226000,86.8401
2874,228000,88.1609
2898,230000,80.3651
2920,232000,84.5837
2943,234000,85.3687
2965,236000,87.371
2987,238000,88.6652
3010,240000,88.0622
3033,242000,90.5731
3055,244000,91.0768
3078,246000,90.3799
3100,248000,91.0782
3125,250000,81.0183
3151,252000,74.2187
3175,254000,85.3556
3200,256000,84.9817
3224,258000,85.0677
3248,260000,84.5885
3272,262000,84.9896
3296,264000,86.947
3320,266000,87.9111
3343,268000,93.5204
3366,270000,92.5487
3388,272000,92.8667
3411,274000,93.1901
3434,276000,94.5494
3457,278000,91.7515
3481,280000,87.826
3505,282000,83.7372
3529,284000,89.5834
3551,286000,91.5331
3571,288000,98.9909
3591,290000,98.5366
3610,292000,102.3605
3629,294000,101.6258
3648,296000,99.3585
3668,298000,98.3268
3687,300000,99.1682
3706,302000,95.7179
3725,304000,100.0687
3744,306000,99.4537
3763,308000,100.2062
3782,310000,99.9837
3801,312000,97.6668
3821,314000,98.1996
3841,316000,97.2645
3861,318000,98.3415
3881,320000,96.712
3900,322000,97.5246
3919,324000,96.7052
3940,326000,95.4763
3962,328000,92.373
3983,330000,94.4915
4004,332000,95.1036
4023,334000,100.8747
4043,336000,97.2446
4064,338000,93.7995
4084,340000,98.1294
4105,342000,96.7632
4126,344000,95.8212
4147,346000,96.8992
4167,348000,95.5502
4188,350000,98.6246
4208,352000,97.8589
4229,354000,98.6532
4250,356000,97.9764
4271,358000,96.2616
4291,360000,97.7604
4311,362000,98.6246
4331,364000,99.9984
4350,366000,99.7137
4369,368000,98.7457
4389,370000,94.1878
4409,372000,95.2873
4429,374000,98.4669
4449,376000,98.823
4469,378000,98.7986
4488,380000,99.1968
4507,382000,98.3977
4526,384000,101.4765
4545,386000,101.1424
4564,388000,100.1398
4583,390000,99.9525
4602,392000,99.675
4621,394000,101.9777
4640,396000,99.2481
4658,398000,101.9621
4677,400000,101.7607
4695,402000,103.6161
4713,404000,101.8601
4731,406000,103.1808
4750,408000,101.3147
4768,410000,99.3104
4787,412000,101.5232
4805,414000,101.7167
4824,416000,101.6619
4843,418000,100.6914
4862,420000,101.9173
4881,422000,100.7586
4900,424000,98.4879
4920,426000,98.1971
4939,428000,99.4326
4959,430000,97.8147
4978,432000,97.8174
4998,434000,95.0526
5017,436000,98.187
5037,438000,97.3511
5056,440000,98.438
5076,442000,99.024
5095,444000,98.4804
5114,446000,96.8342
5134,448000,93.9281
5153,450000,94.42
5173,452000,92.7528
5194,454000,86.6007
5217,456000,78.1209
5238,458000,81.592
5259,460000,83.7486
5279,462000,88.9298
5299,464000,91.9433
5319,466000,93.7129
5339,468000,92.7339
5359,470000,92.702
5379,472000,93.3044
5398,474000,93.4497
5418,476000,92.3828
5438,478000,94.908
5457,480000,97.0981
5476,482000,97.6604
5495,484000,98.5225
5514,486000,98.7981
5533,488000,97.0761
5552,490000,101.9529
5571,492000,101.0933
5590,494000,101.6537
5609,496000,102.0799
5628,498000,101.4765
5647,500000,101.1703
5666,502000,102.9471
5685,504000,102.3376
5704,506000,101.46
5722,508000,100.872
5741,510000,99.9797
5760,512000,102.378
5779,514000,100.4169
5798,516000,100.4824
5817,518000,101.9245
5837,520000,100.7024
5856,522000,98.4068
5876,524000,100.6151
5895,526000,103.2005
5914,528000,102.114
5933,530000,99.2283
5952,532000,101.4491
5971,534000,102.8874
5991,536000,98.7317
6011,538000,97.8118
6031,540000,98.1513
6052,542000,96.7946
6072,544000,97.8876
6091,546000,102.041
6110,548000,100.9023
6129,550000,103.1272
6148,552000,102.5268
6168,554000,100.9954
6187,556000,102.4821
6206,558000,104.4394
6225,560000,104.1447
6243,562000,104.162
6262,564000,102.9985
6281,566000,101.7016
6299,568000,100.8081
6318,570000,102.7092
6337,572000,104.1634
6355,574000,103.5724
6375,576000,100.7557
6393,578000,102.9401
6413,580000,100.5298
6433,582000,102.0858
6453,584000,99.8952
6473,586000,97.8401
6493,588000,98.6645
6513,590000,101.4546
6531,592000,101.5486
6550,594000,102.2626
6569,596000,102.2245
6587,598000,101.2594
6605,600000,102.3744
6624,602000,102.5835
6643,604000,99.5899
6662,606000,100.4502
6682,608000,99.6557
6702,610000,99.7461
6721,612000,100.2661
6741,614000,101.4001
6760,616000,102.9086
6779,618000,104.4707
6800,620000,101.8635
6820,622000,101.0423
6841,624000,102.0976
6863,626000,97.0219
6885,628000,97.8843
6909,630000,91.794
6932,632000,93.7475
6954,634000,96.4719
6977,636000,94.4851
7001,638000,90.6273
7024,640000,91.047
7048,642000,88.6768
7072,644000,88.4953
7095,646000,95.0002
7116,648000,99.3278
7138,650000,99.5801
7161,652000,94.7076
7183,654000,99.7822
7204,656000,99.7857
7225,658000,100.2593
7246,660000,102.5149
7266,662000,104.8333
7287,664000,104.4377
7307,666000,104.055
7327,668000,104.7547
7348,670000,103.3458
7368,672000,104.0162
7388,674000,104.8577
7409,676000,103.5406
7429,678000,104.4147
7448,680000,107.2422
7468,682000,104.2247
7487,684000,106.985
7508,686000,103.4557
7527,688000,104.9682
7546,690000,105.112
7566,692000,105.89
7586,694000,106.4583
7606,696000,106.8962
7625,698000,105.8246
7643,700000,108.1255
7662,702000,106.7241
7681,704000,106.832
7701,706000,105.1042
7720,708000,104.7129
7739,710000,107.9975
7758,712000,106.2008
7778,714000,106.8537
7798,716000,106.9837
7819,718000,105.0006
7840,720000,104.1431
7861,722000,104.5285
7882,724000,106.3017
7901,726000,106.469
7921,728000,108.2707
7941,730000,107.7451
7960,732000,107.2661
7980,734000,107.21
8000,736000,107.0522
8021,738000,105.4329
8040,740000,109.1861
8060,742000,108.4983
8081,744000,104.0732
8101,746000,105.8672
8121,748000,104.9783
8141,750000,107.3931
8161,752000,106.5662
8180,754000,107.7166
8200,756000,107.1415
8221,758000,104.9848
8241,760000,105.1412
8262,762000,105.6172
8282,764000,104.2506
8302,766000,106.2031
8322,768000,105.4369
8342,770000,107.9132
8361,772000,110.5496
8380,774000,109.4717
8400,776000,107.8617
8420,778000,104.3365
8440,780000,108.4122
8460,782000,106.6696
8480,784000,107.6728
8500,786000,107.6862
8520,788000,105.389
8540,790000,106.1407
8560,792000,104.0465
8580,794000,103.818
8601,796000,101.9665
8621,798000,101.5515
8641,800000,102.2686
8662,802000,99.5167
8682,804000,101.7377
8702,806000,100.7382
8722,808000,100.9654
8743,810000,85.8048
8764,812000,84.7905
8785,814000,99.4715
8806,816000,98.9607
8827,818000,98.29
8847,820000,100.2421
8866,822000,105.2951
8886,824000,103.5896
8906,826000,100.679
8926,828000,102.7455
8946,830000,102.1637
8966,832000,100.2021
8986,834000,100.9661
9006,836000,101.1212
9025,838000,104.2801
9045,840000,103.3422
9064,842000,103.8611
9083,844000,103.2216
9103,846000,103.8551
9122,848000,104.7679
9141,850000,103.8657
9160,852000,103.8384
9199,856000,103.4442
9219,858000,103.3462
9239,860000,101.6376
9258,862000,105.3558
9277,864000,105.1143
9296,866000,104.2647
9315,868000,105.9402
9335,870000,103.2726
9356,872000,101.2017
9376,874000,100.5152
9397,876000,100.983
9417,878000,99.0635
9438,880000,99.3585
9458,882000,101.1379
9477,884000,104.0962
9496,886000,106.0984
9515,888000,107.3486
9534,890000,105.4559
9553,892000,104.1869
9572,894000,104.1886
9591,896000,106.3604
9610,898000,105.049
9628,900000,108.3923
9647,902000,107.3132
9665,904000,107.2936
9684,906000,107.1719
9703,908000,106.6206
9722,910000,105.558
9742,912000,105.6344
9762,914000,103.1588
9781,916000,99.9242
9802,918000,97.8145
9822,920000,92.8463
9843,922000,83.8554
9864,924000,89.5907
9884,926000,90.6777
9905,928000,94.6778
9925,930000,96.248
9946,932000,93.667
9967,934000,98.7238
9987,936000,98.2483
10007,938000,100.9165
10027,940000,96.6632
10048,942000,99.9563
10068,944000,100.1763
10088,946000,100.6718
10109,948000,98.8248
10129,950000,101.1082
10149,952000,100.2399
10169,954000,100.0875
10189,956000,98.6011
10209,958000,104.4197
10229,960000,103.0244
10248,962000,104.665
10268,964000,102.892
10287,966000,103.9876
10306,968000,104.6452
10325,970000,104.0814
10344,972000,104.5232
10364,974000,102.1676
10383,976000,103.7048
10402,978000,103.1956
10422,980000,102.9701
10442,982000,102.5314
10463,984000,100.7904
10483,986000,102.8994
10503,988000,103.4111
10523,990000,101.6188
10543,992000,103.1712
10561,994000,104.8343
10580,996000,104.1174
10600,998000,104.1514
10619,1000000,104.5725
10638,1002000,104.5186
10657,1004000,104.2953
10676,1006000,104.9344
10694,1008000,104.5281
10713,1010000,103.6047
10732,1012000,104.551
